plz1;plz2;Distanz_convert_in_km
24392;72582;680.49
09120;81249;313.783
30175;38889;104.361
73114;82390;148.291
97215;97789;86.951
26135;87727;572.936
55116;94424;367.282
64625;93494;295.846
02736;07343;222.05
57562;69190;171.341
73275;90475;148.126
29575;83487;631.709
50126;87772;420.014
06618;98678;95.5561
22339;73116;544.103
07619;21640;315.554
09394;66903;408.088
01998;63073;391.911
84152;94143;91.0838
17091;86508;595.83
08115;52156;434.515
48691;95111;418.926
21762;47475;301.516
48739;67699;281.792
29599;84550;568.558
83676;95185;306.814
58706;76694;259.197
06237;37181;158.359
04746;79102;507.976
24885;81827;743.666
10629;76456;542.813
03051;38368;245.644
04769;86687;319.432
67152;67806;37.1942
04838;82049;392.884
67483;72293;97.6856
19309;56828;447.081
37124;95032;195.204
35041;84567;406.985
14774;26556;357.728
41068;73101;365.597
21502;83233;641.241
86687;94357;143.254
77773;97359;213.529
55262;92249;267.462
09429;13057;216.136
82229;97222;226.187
37688;97645;147.877
53125;66299;149.812
15234;64673;505.409
17153;80331;623.697
91452;94501;198.248
72290;81245;223.612
35716;76751;196.488
25860;57074;412.619
85110;85375;71.2622
24116;37218;328.2
17033;56727;546.768
48336;97491;266.521
02699;13347;155.537
19061;60322;429.952
18334;25869;260.085
13086;47647;499.487
50996;86482;387.319
37199;94344;336.744
24885;85408;698.858
13156;75391;539.979
04329;27327;289.253
75339;91085;186.752
86368;96166;179.732
74585;97340;41.8684
27578;50678;317.669
38539;44379;235.23
46519;91481;361.252
45355;85114;428.13
51375;71336;289.674
64395;86703;181.356
25862;38644;318.278
27721;54516;377.992
08301;64653;312.096
21339;96155;385.318
24791;57614;435.727
82544;97488;264.657
86735;95213;186.376
48531;75438;397.715
06800;33106;251.071
42119;72760;337.631
78262;86456;173.731
78603;99869;346.441
07589;50968;349.119
64589;85055;245.497
97236;99894;129.898
26465;33129;230.632
38165;85293;436.262
10115;97440;364.604
75337;85435;258.272
04209;93348;286.31
33098;99192;172.582
57334;59320;106.317
88690;93348;228.181
38268;81475;465.4
59872;86697;357.269
51381;91734;338.981
03116;07639;181.547
16837;27419;217.16
21403;79539;653.752
17328;57392;466.136
19061;93089;529.792
78462;95692;343.311
31088;98663;192.18
37671;51381;178.384
41539;98530;268.251
26897;79730;603.887
60528;73663;147.77
07922;37281;141.069
58313;82049;473.944
42853;92676;365.344
67434;99091;279.338
83547;97237;260.636
04643;85669;324.153
29491;34119;227.162
58097;91230;355.237
01279;97295;319.209
83119;94501;80.3674
39615;71720;463.493
86316;89173;83.4518
20457;71297;526.227
08496;25764;459.822
14621;91572;423.281
42275;56276;91.2779
55765;82269;327.268
16547;47918;494.514
08060;90614;184.299
09623;49328;390.086
21641;79685;645.379
09117;10407;195.193
27333;80336;544.375
27804;30159;122.57
56812;85293;365.334
54450;86866;333.08
34519;67700;212.24
24306;28879;143.791
14109;79664;651.599
55120;90431;211.328
49594;95234;376.246
14789;61138;346.542
09116;73565;310.759
15913;74321;487.724
09243;40545;420.131
67759;90425;242.997
21075;76287;513.23
01099;16949;270.459
32791;97645;196.878
55469;84034;369.126
24867;75245;615.465
35315;88319;320.522
85123;97840;189.583
12435;12681;7.32239
04654;51688;360.663
27245;36100;231.943
01328;45897;478.436
01774;04567;77.0215
84579;99831;365.903
24405;67240;574.392
25569;86856;643.298
89185;95500;221.078
31135;95192;230.331
06809;45144;368.176
06786;65329;353.809
40667;74081;298.019
78269;79871;48.4093
08147;88379;370.091
15366;53619;492.532
83098;89346;157.611
68549;69429;36.7931
15910;76437;535.567
60311;84076;285.989
15758;67744;521.004
06308;76891;379.769
52351;84337;523.27
54664;86672;345.448
65931;74676;120.787
28355;54536;368.957
37441;66885;313.92
24247;90411;538.678
84565;86856;133.526
22946;91161;497.644
09634;91486;237.172
67316;73266;147.203
22851;76777;525.141
37539;39446;91.0021
51766;92289;359.714
15566;30659;263.014
21109;78244;647.226
48496;53639;191.43
12059;18337;198.272
58135;98744;274.979
55283;91611;167.219
57290;90480;267.844
72369;97616;258.307
07318;42699;308.291
24803;86935;722.044
03229;55768;535.43
83317;85104;135.67
10785;59227;383.306
07336;90461;140.353
36214;99425;98.8167
33689;89597;420.618
03205;73344;464.434
63457;96138;129.821
06773;47509;418.69
85748;96215;214.315
16818;36320;348.153
91781;92721;119.795
24875;74196;603.794
14712;86447;467.384
67688;79771;211.192
25462;84428;618.856
18573;34277;428.878
92436;97080;185.69
04158;91619;252.472
25996;99441;490.775
68167;95500;224.469
29562;92690;362.614
18311;82435;734.902
38551;59229;192.145
29345;37308;165.921
10623;79100;638.092
25491;95199;424.898
48531;77871;432.248
01773;95138;154.217
57482;87471;406.586
42283;72178;326.023
22527;79592;681.929
12157;55545;479.874
51545;96161;244.049
49770;81829;581.617
37412;38458;96.4527
40880;60318;185.409
49143;94060;563.084
69509;78594;171.962
28307;75056;437.521
23879;44359;319.519
31096;48369;139.872
55483;79802;269.152
41748;52062;56.508
54584;90431;333.303
28277;78628;542.041
38479;71672;405.493
36088;91413;134.759
31785;86482;423.617
91334;96188;35.5044
04445;04655;30.6791
21714;94547;606.574
56470;88682;334.896
55593;71254;142.456
67725;81479;311.245
76356;97999;108.4
07580;16837;260.755
36355;97522;104.947
37318;82383;400.589
88045;91744;168.415
65929;88370;254.86
06896;56818;428.95
20259;91325;434.868
49124;86489;467.264
66564;89364;254.012
65527;87477;316.71
40217;88441;409.465
21403;93466;474.786
26831;68649;396.861
51709;91094;297.113
55268;73733;149.904
19067;50859;442.357
22956;35686;358.455
07749;78199;406.237
51490;76571;248.886
01816;24364;497.255
26386;95503;471.717
07768;09114;96.0903
49844;95666;449.151
12051;49593;372.291
08315;66440;422.486
35274;63829;86.729
59889;69502;187.344
77709;97241;220.803
73527;75223;74.4177
86879;88299;54.6127
83135;86159;102.203
23867;98666;371.094
06268;72519;392.445
97288;98547;103.371
04860;91728;319.999
28201;91483;388.216
70619;78606;88.7925
24837;29525;184.777
18334;84539;653.375
37077;65795;198.694
01259;72513;454.09
22393;94577;587.673
88631;92660;294.956
29229;93073;437.257
58769;83486;562.677
31087;75335;363.688
47057;74635;320.029
04758;63452;323.949
13089;39517;113.333
23968;29478;93.3297
53518;78262;326.734
72459;97277;174.012
02763;53332;550.743
52074;90768;377.7
06259;60437;261.176
80937;99991;338.561
22952;89296;614.013
22117;35039;318.677
95490;97657;113.192
22287;27751;108.734
10367;35799;429.565
07586;40822;351.025
01591;22177;334.036
65611;79872;285.621
69502;78713;151.746
03159;75172;523.072
33106;97877;227.87
04838;78580;465.819
41065;87471;481.357
53919;72764;302.935
21710;74211;502.986
44651;92360;399.321
26624;87745;630.49
17321;89407;604.862
31097;85653;466.079
67596;97299;115.998
02923;28219;461.946
12689;14057;20.2924
09355;25370;391.354
47661;93339;471.442
67125;92712;279.957
39599;45665;321.985
54306;93083;410.773
67117;89518;150.379
35686;74626;194.29
24768;94336;632.842
44141;56269;106.547
32609;77793;449.457
24242;79875;745.463
10317;37120;263.633
30559;79739;547.465
28309;79274;565.966
53797;74426;283.205
49509;84543;575.493
23999;97250;473.093
03249;51428;459.906
41470;96250;321.448
21785;44791;283.671
32547;97289;261.806
56812;86862;347.656
21385;87737;559.73
06727;36329;209.342
09392;41515;445.402
52224;69242;241.181
61350;72477;239.584
46325;70195;378.916
22587;44225;281.475
13467;50769;475.822
15344;44653;475.298
67659;97218;166.16
17209;36154;376.764
76889;97776;168.904
56427;87656;353.352
37077;58638;161.157
38479;83739;530.491
24897;46537;389.715
33649;72406;409.788
93179;97262;195.326
66386;99189;337.707
06792;90617;255.089
16307;37619;358.992
21438;37603;172.05
32052;91634;363.757
34270;90530;252.044
50931;87787;414.863
25881;35685;400.242
07548;10967;203.479
34414;88450;392.646
69121;91737;144.739
16227;73342;552.797
17498;56269;551.442
74193;86507;169.277
79100;82061;268.523
08248;49770;421.687
65824;77933;207.732
24361;67240;544.654
01616;73730;402.764
56751;67373;133.649
03044;78607;584.692
41061;96145;327.946
21769;86381;604.734
48147;75203;341.985
23911;52080;452.627
09228;22399;363.216
24146;85283;640.869
10115;53578;467.111
35460;91747;230.873
30457;94342;443.986
37539;94164;428.384
06679;24568;331.42
74429;84558;228.119
09629;32479;350.933
39393;47059;307.933
19273;79232;621.413
14199;48727;411.623
25927;47877;429.038
23719;31749;218.746
33607;39435;200.389
47239;92694;433.059
38871;90451;277.036
09328;56204;361.487
09661;38228;235.441
17337;31097;308.759
09430;42719;422.741
82282;93170;122.627
10243;85757;497.029
56377;70619;201.746
47495;93197;478.364
71067;73113;53.3709
63579;97353;93.2351
22929;91459;459.073
08146;88444;357.898
01619;87466;462.905
42781;63825;199.969
36041;82494;360.436
17498;57339;486.584
29396;97753;302.254
22869;40470;332.139
56865;72827;217.058
22115;79699;670.786
33178;57589;128.206
14662;90482;377.908
27721;58093;218.252
51145;93471;465.052
42107;97253;271.665
65824;67278;65.275
24107;49457;214.464
71159;84028;249.338
02739;67699;516.3
45899;96486;306.332
27499;79674;680.859
84378;98590;311.745
22299;97511;415.369
45894;48527;99.198
20539;25373;28.5743
76547;91338;243.201
21224;61209;341.703
06869;94557;353.779
76879;94081;381.845
87760;97702;257.584
07952;67714;343.344
18510;79410;804.09
36469;56276;183.018
10717;90765;370.674
68161;94154;369.745
26629;77756;569.195
31196;92271;299.443
23564;88709;692.166
35647;38368;269.798
08525;25494;387.399
44867;63843;223.025
06727;76764;350.983
25373;78713;618.682
01738;94264;211.769
41363;83052;530.839
18347;21365;169.047
10435;70176;515.064
18273;89165;637.888
31093;79297;448.999
54470;66636;48.8384
22307;24119;82.1172
57290;58566;50.0988
50769;71067;300.153
26810;27726;100.804
59199;95179;301.579
38464;92367;341.057
22309;64653;454.11
22335;73450;540.384
90409;93152;79.5638
01279;32289;392.528
10409;82436;559.285
40670;94357;497.757
88400;96484;262.579
24793;83104;711.596
15837;83093;469.063
04319;66497;424.813
22967;95695;454.054
31226;91625;345.285
06112;78345;473.983
91637;97230;67.5916
31628;67258;340.373
23816;73765;580.87
23569;88630;676.15
27628;72144;545.598
48145;74405;362.433
04603;23684;362.682
85241;87748;101.774
29559;37445;148.478
80995;83527;48.9617
56850;83024;428.084
77966;97294;242.701
39264;47807;390.038
17091;59510;404.394
21385;65385;379.337
42105;66119;228.588
69502;97857;81.7837
33824;84550;535.516
14728;58802;346.892
25882;28217;142.678
28790;97258;422.506
01662;36326;303.57
56659;83098;463.162
23818;68305;503.275
34513;85757;378.53
48143;86152;462.4
86756;89610;77.0774
49688;67256;366.906
04319;41836;433.687
24797;51429;392.951
84051;95339;171.837
77781;79361;36.6901
85465;91056;148.757
42103;55499;149.928
64409;97772;92.0152
06217;39356;126.328
51103;95503;339.375
34277;97785;116.589
37635;72793;391.194
21640;67059;454.912
75239;79801;152.332
14169;58099;413.701
21769;45134;280.472
56766;83457;512.648
76833;89168;177.564
26133;38304;187.32
18311;97953;553.151
35041;57641;86.4122
53129;79618;350.734
07343;44379;313.899
38228;76744;376.251
64711;86482;187.501
66509;85551;333.137
44789;93470;491.151
38518;67808;369.424
08523;55128;282.299
70565;80992;186.884
26474;89335;626.372
40211;97854;247.11
16548;94557;430.917
06124;54538;381.342
16306;57482;498.015
26831;72770;543.947
56379;88427;289.151
01819;19249;333.811
72160;86956;180.104
58453;63768;204.368
29392;34466;168.485
92542;92697;33.287
56653;71549;231.834
55491;95163;331.276
25860;89431;671.998
24977;72654;691.809
42555;95189;349.901
54487;55252;95.2545
56341;91607;209.866
67701;90574;230.002
21643;93199;514.068
41569;83395;578.182
01896;88260;486.653
12357;21075;265.321
13187;88161;607.244
63505;92275;194.438
24850;29473;181.863
86694;91788;24.6122
72379;91572;147.368
29320;56348;338.916
76476;83561;299.496
31035;59199;152.986
08141;47829;421.145
09235;71120;365.884
87761;97271;187.94
66131;91785;282.127
26219;48607;105.139
66802;85391;369.134
49477;84547;578.627
36214;71093;273.404
76767;89438;176.345
50769;97778;214.754
04886;99759;174.916
24257;38557;210.517
36179;47495;232.503
06542;84056;303.381
29490;63856;378.804
72649;89176;69.2009
50737;92289;390.77
85646;97842;249.477
84175;85356;49.6815
83708;93354;125.837
74731;91353;120.301
59757;97505;219.158
88441;90762;180.656
23911;61352;413.024
34308;59955;51.6634
37127;45899;187.806
15748;52457;541.032
48485;87534;558.02
67724;83134;372.506
23996;24364;130.567
72770;96178;190.022
55756;79689;239.903
96523;99887;55.435
58540;91085;274.779
04703;84543;322.939
88437;96187;227.751
08326;75385;350.793
56653;84160;436.897
86573;94151;194.615
25479;54451;516.838
74193;99098;254.064
86368;96237;202.076
42281;55592;177.971
54550;91356;315.218
13509;21447;215.582
38271;56370;256.307
66909;86741;236.286
21445;33184;191.771
09627;94148;283.715
40593;83131;540.005
25878;46240;346.94
01237;49828;497.173
55444;97503;188.457
02894;92548;267.92
15913;91180;379.978
18276;25482;160.259
59823;72275;340.923
64732;81735;264.311
76287;95694;280.704
29587;54587;405.275
21644;33334;182.243
79227;83365;361.787
35576;63179;61.2542
67715;85283;298.692
81241;89356;82.1093
82409;93179;189.037
38319;54536;343.55
06308;76596;396.799
18465;67823;598.647
46244;97780;267.66
31582;49632;86.4147
86929;88046;116.836
23554;95485;439.703
86922;88048;123.873
79365;95514;348.566
67256;89075;177.305
78357;85567;218.34
86679;93096;103.38
45138;93142;439.432
23628;24850;114.378
04654;35586;291.099
21406;88370;588.304
01993;61476;405.324
37339;61118;179.609
57482;73491;275.035
08527;51647;324.448
09114;45259;413.047
39217;96172;260.77
06792;35239;280.023
25727;75181;578.924
56594;80796;396.868
86492;96176;219.325
06366;25926;396.462
35080;86491;314.436
60314;84100;310.918
06464;25887;327.178
14793;21035;202.716
16949;31714;214.996
24819;40233;376.164
45279;85137;410.19
48529;70193;427.98
59269;66292;283.902
32584;37181;96.0519
35579;49448;216.544
08321;87679;324.67
10249;74924;477.618
07924;90556;141.813
25858;55599;545.599
24351;93479;632.033
78234;86641;184.622
04574;83209;363.616
31714;46147;188.028
17509;93471;553.103
07427;88471;286.153
57555;87665;383.287
55618;91083;252.75
27637;31020;200.898
65307;72356;216.532
91186;99768;260.224
38302;98587;165.103
18461;67715;646.507
23942;86500;621.753
23717;71157;629.283
24340;85139;636.212
78166;91161;242.131
18209;76549;646.266
31832;49214;100.32
02899;76456;536.578
06458;70469;371.983
44577;85290;441.898
04651;12207;148.677
29487;35099;264.322
95496;96247;39.9622
19306;89188;558.081
23845;37081;258.213
04655;19057;305.51
58515;74392;263.971
12101;85095;418.408
50668;58675;73.4249
34454;58099;107.124
31249;91598;323.849
58454;84579;525.105
21646;67744;434.685
14471;28325;284.021
87782;99084;339.192
68789;93494;294.485
77770;85411;258.909
04874;31832;254.935
21745;92242;499.206
56823;82031;401.891
12047;61194;403.105
13156;88699;606.2
63538;74936;91.124
13053;55627;517.426
48351;91336;330.975
58809;83673;474.15
14627;96191;330.517
83242;88271;232.65
02747;99706;272.363
04575;73569;309.336
86453;92660;169.965
47798;63628;235.451
10559;83558;496.141
06808;84030;335.409
16244;54533;570.516
31840;99898;174.238
71034;88239;125.708
14772;93343;392.653
66117;89188;218.201
65558;84384;426.641
09456;96126;172.557
51375;52477;64.481
02894;10715;178.208
54523;90489;313.594
28759;35690;267.272
25582;92268;517.852
66885;76761;74.1831
17459;48429;479.621
78598;90530;218.736
86510;92660;179.188
34537;78269;364.647
49688;73728;461.767
35232;79688;355.485
31096;77652;410.378
07343;72414;298.584
34317;56321;169.844
44649;69226;269.51
61194;89567;218.888
76229;83139;301.521
54453;91091;318.016
52459;71638;299.541
22549;93047;532.037
37124;51069;201.79
31535;38479;86.2584
21732;31157;183.014
17214;34286;325.13
32584;89365;437.778
06918;54673;509.361
79871;94572;378.822
13349;93348;434.757
16303;50374;575.2
03051;16949;235.092
74744;86500;151.663
03197;60326;458.334
21756;34596;298.248
24887;38382;291.841
63517;87547;292.479
38104;38899;69.5244
34576;67757;205.899
51598;85088;362.09
40235;85464;489.318
09394;78337;437.785
61352;71111;180.209
24361;24649;50.1366
61209;94469;340.959
34474;99880;127.828
66123;94491;444.693
10119;94548;410.296
91541;95032;161.868
67699;72393;169.579
51103;90408;332.505
06132;66571;420.636
55127;56729;88.782
72138;74599;102.372
14089;71067;508.348
26849;77731;523.633
22523;89415;563.647
17154;31712;292.257
28876;54664;391.386
22083;95502;406.58
31180;88451;455.549
25842;86559;720.772
26919;91489;446.877
67295;79588;220.761
36145;80992;293.422
16321;94544;447.216
31180;97250;260.274
87700;90443;175.646
94262;95485;133.124
17033;59469;421.647
57645;60488;80.736
18528;65527;589.819
09579;93098;213.27
35510;44329;149.229
59071;96123;294.568
36272;91625;182.749
24357;67433;579.266
37345;74743;245.567
12057;72285;560.258
26723;86641;587.143
15374;56593;505.197
90441;92259;44.6151
79699;84549;356.273
15328;73269;560.245
73275;86707;95.2147
10557;97753;379.93
21357;66687;485.679
25482;72660;565.756
35110;99826;99.8379
59889;86916;400.872
07570;86975;350.449
52068;63897;253.066
37691;88699;434.837
23816;53507;431.29
56341;92275;292.601
27299;67681;398.182
29633;39418;162.372
25855;54673;547.985
75223;95505;248.835
03054;09244;139.316
06318;93455;266.782
27612;79872;631.702
76865;82387;279.033
15232;84435;486.397
29497;49492;238.818
63594;91472;123.034
04317;37647;218.258
31592;59071;120.126
65599;79261;263.678
87642;93342;160.856
78595;84378;316.394
53783;97857;184.838
04613;66538;414.802
76534;93089;296.363
18528;88639;782.638
35625;82024;354.394
06425;72764;399.043
02763;21335;396.296
18375;31088;326.643
